id,input,output,note,label
6559,Run a container outage in namespace kube-system with label k8s-app=controller-manager,krknctl run container-scenarios --namespace kube-system --label-selector k8s-app=controller-manager,,container-scenarios
6560,Run a scenario to block ingress for pods labeled app=api,krknctl run application-outages --namespace production --pod-selector '{app: api}' --block-traffic-type '[Ingress]',,application-outages
6561,How do I execute the service disruption scenario with monitoring and retries?,krknctl run service-disruption-scenarios --iterations 3 --wait-duration 60,,service-disruption-scenarios
6562,For our resilience test we need to simulate a container failure in the dev namespace with label selector app=frontend.,krknctl run container-scenarios --namespace dev --label-selector app=frontend,,container-scenarios
6563,need service hijacking asap,krknctl run service-hijacking --scenario-file-path <PLACEHOLDER_SCENARIO_FILE>,Replace <PLACEHOLDER_SCENARIO_FILE> the actual scenario file path,service-hijacking
6564,Execute the container scenario in namespace test with 3 disruptions,krknctl run container-scenarios --namespace test --disruption-count 3,,container-scenarios
6565,Execute the node outage on bare metal with background execution and custom config.,krknctl run node-scenarios-bm --scenario-file-path <PLACEHOLDER> --detached True --kubeconfig /custom/kubeconfig.yaml,Replace <PLACEHOLDER> with the actual scenario file path,node-scenarios-bm
6566,Our team is evaluating how services react to container disruptions in the monitoring namespace.,krknctl run container-scenarios --namespace monitoring,,container-scenarios
6567,"For our audit, run a syn surge with window size of 25m and packet size of 1m in namespace dev.",krknctl run syn-flood --target-port 80 --window-size 25 --packet-size 1 --namespace dev,,syn-flood
6568,I/O hog with Prometheus integration and cluster alerts,krknctl run node-io-hog --chaos-duration 20 --io-block-size 1m --namespace default --node-mount-path /root --prometheus-url http://prometheus:9090 --enable-alerts True,,node-io-hog
6569,wanna run pod network chaos for 5 minutes on app=frontend,krknctl run pod-network-chaos --namespace default --label-selector app=frontend --test-duration 300,,pod-network-chaos
6570,need ingress block for app=web in kube-system,krknctl run application-outages --namespace kube-system --pod-selector '{app: web}' --block-traffic-type '[Ingress]',,application-outages
6571,Execute a VM outage scenario without setting the namespace,krknctl run kubevirt-outage --namespace <TARGET_NAMESPACE> --vm-name <PLACEHOLDER_VM_NAME>,Replace <TARGET_NAMESPACE> with the target namespace and <PLACEHOLDER_VM_NAME> with the VM name,kubevirt-outage
6572,Spin up a disruption in namespace test for pods labeled app=service.,krknctl run application-outages --namespace test --pod-selector '{app: service}' --chaos-duration 600,,application-outages
6573,"Execute pod network chaos with 5 iterations in the dev namespace, each run lasting 180 seconds.",krknctl run pod-network-chaos --namespace dev --label-selector app=frontend --traffic-type '[egress]' --iterations 5 --test-duration 180,,pod-network-chaos
6574,I need to simulate an app failure in staging namespace with telemetry and logs backup enabled,krknctl run application-outages --namespace staging --pod-selector '{tier: backend}' --chaos-duration 300 --telemetry-enabled True --telemetry-logs-backup True --telemetry-events-backup True,,application-outages
6575,Run an availability zone failure in AWS with access key and secret,krknctl run zone-outages --cloud-type aws --aws-access-key-id <AWS_ACCESS_KEY_ID> --aws-secret-access-key <AWS_SECRET_ACCESS_KEY> --zone us-east-1b,Replace <AWS_ACCESS_KEY_ID> and <AWS_SECRET_ACCESS_KEY> with actual AWS credentials,zone-outages
6576,need date drift on node with name node3,krknctl run time-scenarios --object-type node --object-names node3 --action skew_date,,time-scenarios
6577,Run the scenario with namespace production and pod selector app=backend for 20 minutes.,krknctl run application-outages --namespace production --pod-selector '{app: backend}' --chaos-duration 1200,,application-outages
6578,Execute a CPU hog scenario on worker nodes for 2 minutes without specifying namespace,krknctl run node-cpu-hog --chaos-duration 120 --cpu-percentage 50 --node-selector node-role.kubernetes.io/worker= --namespace <TARGET_NAMESPACE>,Replace <TARGET_NAMESPACE> with the desired namespace,node-cpu-hog
6579,Run node I/O stress for 5 minutes with SSL disabled,krknctl run node-io-hog --chaos-duration 300 --io-workers 5 --health-check-url http://health-check.svc/health --health-check-verify disable --health-check-auth bearer:token,,node-io-hog
6580,Create a node I/O hog scenario using 50% free space and 60 seconds chaos duration.,krknctl run node-io-hog --io-write-bytes 50% --chaos-duration 60,,node-io-hog
6581,How to run PVC fill for 2 minutes in namespace monitoring with 85% capacity,krknctl run pvc-scenario --namespace monitoring --fill-percentage 85 --duration 120,,pvc-scenarios
6582,"Run a service disruption test in the default namespace with 30% of resources deleted, enabling health checks and alerts",krknctl run service-disruption-scenarios --namespace default --delete-count 30 --health-check-interval 45 --enable-alerts True,,service-disruption-scenarios
6583,Execute telemetry-enabled scenario to filter node network on port 443,krknctl run node-network-filter --ingress True --egress True --ports 443 --chaos-duration 90 --namespace kube-system --telemetry-enabled True --telemetry-api-url https://telemetry.example.com --telemetry-group filter-443 --telemetry-events-backup True --telemetry-archive-path /archive/logs,,node-network-filter
6584,Perform a SYN flood attack for 20 seconds on port 443,krknctl run syn-flood --target-port 443 --chaos-duration 20,,syn-flood
6585,Run a block ingress and egress for pods in namespace infra,"krknctl run application-outages --namespace <TARGET_NAMESPACE> --pod-selector '{app: infra}' --block-traffic-type '[Ingress, Egress]' --chaos-duration 600",Replace <TARGET_NAMESPACE> with the target namespace,application-outages
6586,Gimme the krknctl command to skew time on pods in test namespace with SSL verification,krknctl run time-scenarios --namespace test --health-check-url https://secure.test.example.com --health-check-verify True,,time-scenarios
6587,I need to block incoming and outgoing network traffic for pods in the staging namespace using krknctl with health check URL and verify SSL.,krknctl run pod-network-filter --ingress True --egress True --ports 443 --pod-selector app=frontend --namespace staging --health-check-url https://staging.example.com/health --health-check-verify strict,,pod-network-filter
6588,run kubevirt outage with timeout 120,krknctl run kubevirt-outage --namespace <TARGET_NAMESPACE> --vm-name <PLACEHOLDER_VM_NAME> --timeout 120,Replace <TARGET_NAMESPACE> with the actual namespace and <PLACEHOLDER_VM_NAME> with the actual VM name,kubevirt-outage
6589,Create iptables rules on worker nodes to block incoming traffic and send chaos data to elastic,krknctl run node-network-filter --ingress True --egress False --ports 80 --node-selector node-role.kubernetes.io/worker= --enable-es True --es-server https://elasticsearch.example.com --es-port 9200 --es-username elastic --es-password changeme,,node-network-filter
6590,How do I start a SYN attack on the service with label app=backend?,krknctl run syn-flood --target-port 80 --target-service-label app=backend,,syn-flood
6591,Block ingress and egress to pods labeled app=api in namespace kube-system for 300 seconds,krknctl run application-outages --namespace kube-system --pod-selector '{app: api}' --chaos-duration 300,,application-outages
6592,Execute disk I/O hog with Prometheus integration and alert checks,krknctl run node-io-hog --chaos-duration 90 --io-block-size 4k --namespace staging --node-mount-path /var/lib --prometheus-url http://prometheus:9090 --check-critical-alerts True,,node-io-hog
6593,Just skew time on nodes labeled app=backend,krknctl run time-scenarios --object-type node --label-selector app=backend,,time-scenarios
6594,Run pod-scenarios targeting the app-ns namespace and check cluster health with a custom bearer token and verify SSL,krknctl run pod-scenarios --namespace app-ns --pod-label service=api --health-check-url https://cluster.health --health-check-bearer-token <BEARER_TOKEN> --health-check-verify strict,Replace <BEARER_TOKEN> with the actual bearer token,pod-scenarios
6595,I want to run a container scenario in namespace monitoring for label app=web and configure health check with 60-second intervals,krknctl run container-scenarios --namespace monitoring --label-selector app=web --health-check-url https://monitoring.health.io --health-check-interval 60,,container-scenarios
6596,Run a kubevirt outage for 20 seconds in namespace app-ns,krknctl run kubevirt-outage --namespace app-ns --vm-name <PLACEHOLDER_VM_NAME> --timeout 20,Replace <PLACEHOLDER_VM_NAME> with the actual VM name,kubevirt-outage
6597,What's the syntax for creating memory pressure using krknctl on nodes with node-role=worker in the default namespace?,krknctl run node-memory-hog --chaos-duration 60 --memory-consumption 90% --namespace default --node-selector node-role.kubernetes.io/worker=,,node-memory-hog
6598,Inject a service outage for pods labeled app=core in namespace monitoring,krknctl run application-outages --namespace monitoring --pod-selector '{app: core}' --block-traffic-type '[Ingress]',,application-outages
6599,"Run pod network filter in namespace 'app-ns' targeting pods with label 'version=v2', blocking port 8080, using serial execution and 60 seconds duration.",krknctl run pod-network-filter --ingress True --egress False --ports 8080 --pod-selector version=v2 --namespace app-ns --execution serial --chaos-duration 60,,pod-network-filter
6600,I need to run a node scenario on bare metal cluster,krknctl run node-scenarios-bm --scenario-file-path /path/to/scenario-base64.txt,,node-scenarios-bm
6601,Change the date on worker nodes with cluster alerts check,krknctl run time-scenarios --object-type node --action skew_date --check-critical-alerts True,,time-scenarios
6602,Trigger a node CPU pressure for 5 minutes with 100% CPU usage,krknctl run node-cpu-hog --chaos-duration 300 --cpu-percentage 100,,node-cpu-hog
6603,Filter traffic on nodes with label node=control-plane and store chaos metrics in ES,"krknctl run node-network-filter --ingress True --egress True --ports 80,443 --chaos-duration 90 --node-selector node=control-plane --enable-es True --es-server https://elasticsearch.internal --es-port 9200 --es-username admin --es-password pass123",,node-network-filter
